concept,country,org_path,img_path,dataset,ind_question,ind_attribute_values,out_question,out_attribute_values
chair_6,Japan,../regionised_subgeode_lim5/chair_6/12/2108.png,../image-gen/seedimgs/148.png,geode,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
chair_6,India,../image-gen/SD35-gcs/chair_6/13_a chair in India/234.png,../image-gen/seedimgs/149.png,SD35-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
chair_6,China,../image-gen/flux1dev-gcs/chair_6/86_a chair in China/167.png,../image-gen/seedimgs/150.png,flux1dev-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
chair_6,United States of America,../image-gen/SD3m-gcs/chair_6/87_a chair in United States of America/209.png,../image-gen/seedimgs/151.png,SD3m-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
chair_6,Mexico,../image-gen/SD3m-gcs/chair_6/83_a chair in Mexico/231.png,../image-gen/seedimgs/152.png,SD3m-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
chair_6,United Arab Emirates,../regionised_subgeode_lim5/chair_6/84/31.png,../image-gen/seedimgs/153.png,geode,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
chair_6,South Korea,../image-gen/flux1dev-gcs/chair_6/85_a chair in South Korea/218.png,../image-gen/seedimgs/154.png,flux1dev-gcs,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
chair_6,Spain,../image-gen/flux1dev-gcs/chair_6/79_a chair in Spain/156.png,../image-gen/seedimgs/155.png,flux1dev-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
chair_6,Italy,../image-gen/SD3m-gcs/chair_6/80_a chair in Italy/42.png,../image-gen/seedimgs/156.png,SD3m-gcs,How visually organized does the indoor space appear?,"['Organized', 'Cluttered', 'Minimal']","Does the imagery suggest a rural, or urban setting?","['Urban', 'Rural']"
chair_6,Egypt,../image-gen/SD3m-gcs/chair_6/81_a chair in Egypt/52.png,../image-gen/seedimgs/157.png,SD3m-gcs,What main elements are visible in the background?,"['Walls and windows', 'Furniture', 'Appliances (e.g. fridge, microwave, washing machine)', 'Electronic equipment (e.g. TVs, computers, speakers)', 'Empty / Bare walls']","How busy does the background appear, crowded (many people, vehicles, signs of activity), moderately busy (some human activity), quiet / empty (few or no people or vehicles)?","['Crowded', 'Moderately busy', 'Quiet / Empty']"
chair_6,Philippines,../image-gen/SD21-16/chair_6/82_a chair in Philippines/46.png,../image-gen/seedimgs/158.png,SD21-16,What type of environment is visible?,"['Residential', 'Commercial / Public', 'Solid / Empty Background']","What natural features, if any, are visible in the background of the image?","['trees / forest', 'mountains / hills', 'waterbody', 'open ground / fields']"
chair_6,Turkey,../image-gen/flux1dev-gcs/chair_6/9_a chair in Turkey/81.png,../image-gen/seedimgs/159.png,flux1dev-gcs,What type of floor or ground is visible?,"['Tiled Floor', 'Wooden Floor', 'Carpeted Floor', 'Concrete Floor']",What type of road or terrain is visible?,"['Paved road', 'Dirt / gravel road (man-made)', 'Natural ground / grass (wild, non-constructed)', 'Tiled / courtyard-style surface']"
